CountryName,CountryCode,Year,PopulationFemale,PopulationFemalePercentOfTotal,LaborForceFemale,LaborForceFemalePercentOfTotalLaborForce,LaborForceTotal,ProportionOfSeatsHeldByWomenInNationalParliamentsPercent
Botswana,BWA,2003,907816,50.1434459506484,408736,47.1096993404992,867626,17
Brazil,BRA,2003,92967144,50.6281605485771,38158381,42.2267118656252,90365504,8.6
Brunei Darussalam,BRN,2003,171314,49.0088883930232,68318,40.8485652956406,167247,NULL
Bulgaria,BGR,2003,4014506,51.3130552421185,1554513,46.1826202097259,3366013,26.2
Burkina Faso,BFA,2003,6420576,50.7491386857437,2703383,48.05488822111,5625615,11.7
Burundi,BDI,2003,3744812,50.5972600444657,1688244,51.3500245459008,3287718,18.4
Cabo Verde,CPV,2003,237580,51.3492192143513,68626,38.5420235320547,178055,11.1
Cambodia,KHM,2003,6638808,51.4587732304635,3152023,49.9412972220673,6311456,9.8
Cameroon,CMR,2003,8632589,50.1352811040114,2965377,45.2522672471243,6552991,8.9
Canada,CAN,2003,15982346,50.4556962834569,8040748,46.3573222073811,17345152,20.6
Central African Republic,CAF,2003,1994140,50.8282071137162,831062,46.7568314173464,1777413,NULL
Chad,TCD,2003,4688708,50.1277594436146,1543875,45.211259686506,3414802,5.8
Channel Islands,CHI,2003,77547,51.0063538419038,33841,44.5651601348504,75936,NULL
Chile,CHL,2003,7970643,50.673960161401,2162680,33.9405398678305,6371967,12.5
China,CHN,2003,626151824,48.5991791492743,335461132,44.743637541501,749740411,20.2
Colombia,COL,2003,21324172,50.588578560423,8477410,41.6144486310505,20371314,12
Comoros,COM,2003,292693,49.6510602205259,53146,28.538902283821,186223,NULL
Congo-Dem. Rep.,ZAR,2003,26477942,50.3361798044675,10149324,50.1638167766884,20232360,NULL
Congo-Rep.,COG,2003,1667860,50.0623731076455,649366,48.5076795397281,1338687,8.5
Costa Rica,CRI,2003,2056439,49.8413463985439,617021,34.1331390521268,1807689,35.1
Cote d'Ivoire,CIV,2003,8490537,48.5408230802333,2329227,35.5549853336622,6551056,8.5
Croatia,HRV,2003,2302898,51.8670630261183,871556,44.6802402478761,1950652,NULL
Cuba,CUB,2003,5579131,49.7477671766429,1691971,35.7932216376695,4727071,36
Cyprus,CYP,2003,494515,49.5431548364474,212561,42.4929082196683,500227,10.7
Czech Republic,CZE,2003,5235621,51.3598422851265,2278892,44.3491555162533,5138524,17
Denmark,DNK,2003,2722963,50.5134077893676,1334224,46.4253441214122,2873913,38
Djibouti,DJI,2003,376370,49.7412298323148,74637,32.8855304899542,226960,10.8
Dominican Republic,DOM,2003,4479173,49.9475175459109,1429118,37.5696617826634,3803915,17.3
Ecuador,ECU,2003,6631445,49.8995078858656,2395731,39.3067163951366,6094966,16
Egypt-Arab Rep.,EGY,2003,35880034,49.6625785323382,4504794,20.6675667830358,21796441,2.4
El Salvador,SLV,2003,3075283,52.1152347367677,937625,40.1898594464012,2332989,10.7
Equatorial Guinea,GNQ,2003,285792,48.7058005494468,130946,44.3681704982466,295135,5
Eritrea,ERI,2003,1971291,50.1804038684373,872913,47.2120225796559,1848921,22
Estonia,EST,2003,732512,53.4399696989562,326365,48.1035102820489,678464,18.8
Ethiopia,ETH,2003,36306517,50.124767558778,14999126,46.3632466648664,32351328,7.7
Fiji,FJI,2003,400927,49.0955467986569,104767,33.372620098047,313931,5.7
Finland,FIN,2003,2664745,51.1171698185584,1251103,47.6173675282379,2627409,37.5
France,FRA,2003,31843259,51.1580338311228,12994500,45.8687276513718,28329759,12.2
French Polynesia,PYF,2003,120944,48.6625679981974,40625,40.1214754826922,101255,NULL
Gabon,GAB,2003,660425,50.1045829087932,217738,46.1577271551706,471726,9.2
Gambia-The,GMB,2003,680703,50.409562000822,265919,47.2241164979577,563100,13.2
Georgia,GEO,2003,2285913,52.8058718621292,1061041,46.973034712661,2258830,7.2
Germany,DEU,2003,42137963,51.0551685378506,17953310,44.5469897741946,40301960,32.2
Ghana,GHA,2003,10110513,49.7922473415441,4229435,48.9303133473927,8643793,9
Greece,GRC,2003,5584497,50.6837291369115,1952255,39.5580251776637,4935168,8.7
Guam,GUM,2003,77339,49.0036306495251,29186,42.1470656192237,69248,NULL
Guatemala,GTM,2003,6436434,51.1910990121484,1622339,35.3069616568606,4594955,8.2
Guinea,GIN,2003,4647977,50.0774760999537,1655074,45.1420834690263,3666366,19.3
Guinea-Bissau,GNB,2003,707469,50.471636194493,267064,46.5122435473197,574180,NULL
Guyana,GUY,2003,373585,50.3119709859576,93514,32.8815001564714,284397,20
Haiti,HTI,2003,4542336,50.6022187799217,1630194,46.9712616189614,3470620,3.6
Honduras,HND,2003,3313278,50.0019015125174,772408,32.0083675072851,2413144,5.5
Hong Kong SAR-China,HKG,2003,3489637,51.8457932362981,1526486,43.9418045695866,3473881,NULL
Hungary,HUN,2003,5318183,52.5016637132818,1915359,45.2888984730453,4229202,9.8
Iceland,ISL,2003,144214,49.8112647675831,80057,47.0895829657079,170010,30.2
India,IND,2003,534050649,48.1834453130249,127489917,28.8206010975328,442356898,8.8
Indonesia,IDN,2003,109873370,49.8726624801575,38334077,37.0649902657943,103423950,8
Iran-Islamic Rep.,IRN,2003,33603136,49.0398699840872,4030881,18.1062967572646,22262316,4.1
Iraq,IRQ,2003,12679124,49.4690334058435,977592,16.0643050718003,6085492,NULL
Ireland,IRL,2003,2002890,50.1158380652643,790545,41.5531968910201,1902489,13.3
Israel,ISR,2003,3390836,50.6874135733633,1220761,46.5339522302742,2623377,15
Italy,ITA,2003,29464852,51.4102349189562,9417034,39.225896779406,24007186,11.5
Jamaica,JAM,2003,1323106,50.4098949930656,527173,43.8417557559805,1202445,11.7
Japan,JPN,2003,65343366,51.1622216719177,27435969,40.9895056527963,66934130,7.1
Jordan,JOR,2003,2483559,48.0936980544321,181134,13.9981205389849,1293988,5.5
Kazakhstan,KAZ,2003,7759425,52.0451771822837,3824436,49.3111028878004,7755730,10.4
Kenya,KEN,2003,16798412,50.0681721741349,5855620,46.5680736847622,12574323,7.1
Korea-Dem. Rep.,PRK,2003,12010461,51.2191240177212,6731539,47.9189084219191,14047772,NULL
Korea-Rep.,KOR,2003,23895538,49.9287134726297,9474401,40.4283301416758,23435054,5.9
Kuwait,KWT,2003,860084,41.0346790280311,269508,25.6478873239437,1050800,0
Kyrgyz Republic,KGZ,2003,2550121,50.5645268426193,946980,43.6057514760421,2171686,10
Lao PDR,LAO,2003,2814078,50.440517777101,1300709,50.6293692683762,2569080,22.9
Latvia,LVA,2003,1237490,54.0871537850041,542086,48.7758484481483,1111382,21
Lebanon,LBN,2003,1836685,49.6205015096729,258244,21.4610828604029,1203313,2.3
Lesotho,LSO,2003,976262,51.4152786687017,383088,47.9870727720261,798315,11.7
Liberia,LBR,2003,1559929,49.9301586122881,522168,48.7529060267961,1071050,7.8
Libya,LBY,2003,2698087,48.1013933265658,539919,26.374784268305,2047103,NULL
Lithuania,LTU,2003,1821993,53.3493245802298,840321,49.6744022727998,1691658,10.6
Luxembourg,LUX,2003,229008,50.7069867052966,79575,40.8789684578239,194660,16.7
Macao SAR-China,MAC,2003,234174,51.951618843094,106909,46.1594590860419,231608,NULL
Macedonia-FYR,MKD,2003,1018553,50.0769921346094,344424,40.0023228533931,861010,18.3
Madagascar,MDG,2003,8659263,50.2123799127587,4009006,48.9971248300411,8182125,3.8
Malawi,MWI,2003,6082703,50.309872001731,2555128,48.8560325955709,5229913,9.3
Malaysia,MYS,2003,12147410,48.8447605848687,3662226,35.3095327830515,10371777,10.5
Maldives,MDV,2003,150708,49.5749094902982,43608,38.0849242807986,114502,6
Mali,MLI,2003,6033708,49.9112778724425,1169759,35.3411226713484,3309909,10.2
Malta,MLT,2003,201532,50.5622725074452,50421,31.0935563243483,162159,7.7
Mauritania,MRT,2003,1482332,49.8315452454478,216073,24.4125456168299,885090,3.7
Mauritius,MUS,2003,612147,50.4501390196017,185461,34.6918046524852,534596,5.7
Mexico,MEX,2003,53796592,50.3296736976685,14037521,33.5945620231748,41785099,22.6
Moldova,MDA,2003,1883382,52.1297384318954,734193,49.8626421204118,1472431,12.9
Mongolia,MNG,2003,1238795,50.1730426136421,476960,46.5872695714686,1023799,10.5
Montenegro,MNE,2003,311034,50.8003945813433,107771,43.2214673586101,249346,NULL
Morocco,MAR,2003,15082992,50.5925313335582,2842601,26.7441480849659,10628871,10.8
Mozambique,MOZ,2003,10321214,51.7912340198678,5100879,54.6591054360686,9332167,30
Myanmar,MMR,2003,25135497,51.1383432578617,12982176,49.5969471739311,26175353,NULL
Namibia,NAM,2003,1010425,51.0178835877853,325846,46.1699118956464,705754,26.4
Nepal,NPL,2003,12520427,50.345720960718,6161339,48.8186164514677,12620880,5.9
Netherlands,NLD,2003,8197462,50.5227086002152,3760402,44.1810029072927,8511355,36.7
New Caledonia,NCL,2003,111694,49.6707436045671,38989,40.4274071462641,96442,NULL
New Zealand,NZL,2003,2054655,51.0194405992744,953294,46.0221687956821,2071380,28.3
Nicaragua,NIC,2003,2651257,50.5880505472749,699800,34.9973144387177,1999582,20.7
Niger,NER,2003,6247483,49.8732350235197,1280432,31.1538282801273,4110031,1.2
Nigeria,NGA,2003,65373969,49.3085210903206,17360200,42.1139340545116,41221986,4.9
Norway,NOR,2003,2304182,50.4765567326259,1126831,47.0223541994506,2396373,36.4
Oman,OMN,2003,1062511,44.5483265725397,158275,18.8024186842168,841780,NULL
Pakistan,PAK,2003,71322170,48.4356053889559,7358726,16.1349931105246,45607246,21.6
Panama,PAN,2003,1589999,49.6485101846645,516949,36.5619985048416,1413897,9.9
Papua New Guinea,PNG,2003,2840623,49.0136864857665,1223313,48.4397712707257,2525431,0.9
Paraguay,PRY,2003,2769241,49.3806468961552,943391,37.960090422651,2485218,8.8
Peru,PER,2003,13476782,50.0293770037179,5349982,42.8852525456892,12475109,17.5
Philippines,PHL,2003,41273946,49.7445865118355,13274340,38.2310397447474,34721368,17.8
Poland,POL,2003,19673815,51.4959717670388,7874226,45.6920121815563,17233266,20.2
Portugal,PRT,2003,5399769,51.6288539009939,2514108,46.0203952751495,5463030,19.1
Puerto Rico,PRI,2003,1987915,51.9567641656062,582651,41.0752077197148,1418498,NULL
Qatar,QAT,2003,241746,36.1805841371517,65845,16.9503960541321,388457,NULL
Romania,ROM,2003,11040975,51.1764533116196,4661196,45.43986592245,10257944,10.7
Russian Federation,RUS,2003,77180286,53.3572180442303,36217795,48.9957982530514,73920206,7.6
Rwanda,RWA,2003,4534532,52.2022469659421,2262421,54.2190482900692,4172742,48.8
Samoa,WSM,2003,85420,48.0760030842484,15456,28.0666073471463,55069,6.1
Sao Tome and Principe,STP,2003,73658,50.327623550633,16754,36.1038681176597,46405,9.1
Saudi Arabia,SAU,2003,10402619,44.5357878475908,1043709,13.9159196107576,7500108,0
Senegal,SEN,2003,5433333,50.9057444169199,1986757,44.31168642313,4483596,19.2
Serbia,SRB,2003,3819209,51.054906585793,1412087,42.9507866627166,3287686,NULL
Sierra Leone,SLE,2003,2355086,50.6720634567499,846561,50.6452693607729,1671550,14.5
Singapore,SGP,2003,2067303,50.2406715817149,859816,40.840622886283,2105296,16
Slovak Republic,SVK,2003,2766184,51.4794690644481,1213465,45.5049318118835,2666667,19.3
Slovenia,SVN,2003,1022493,51.2339662345396,441079,45.7186598228797,964768,12.2
Solomon Islands,SLB,2003,217917,48.8217819120336,68690,39.662559329276,173186,0
Somalia,SOM,2003,4048655,50.36201795623,778842,32.8897315923718,2368040,NULL
South Africa,ZAF,2003,23451919,50.8420299651382,7639207,45.4030656550717,16825311,29.8
Spain,ESP,2003,21418877,50.7704966643528,7944137,40.3490795474175,19688521,28.3
Sri Lanka,LKA,2003,9673102,50.4516878568969,2561146,32.3608408385946,7914337,4.4
St. Lucia,LCA,2003,82612,51.0685121192827,37565,47.1898397065474,79604,11.1
St. Vincent and the Grenadines,VCT,2003,53678,49.5394724698673,19694,39.1772265213153,50269,22.7
Sudan,SDN,2003,15128253,49.8203887782702,2566531,28.4385554562862,9024829,9.7
Suriname,SUR,2003,242165,49.660508447813,62356,35.6275211116317,175022,17.6
Swaziland,SWZ,2003,558227,51.3100338343066,139954,40.06756466597,349295,10.8
Sweden,SWE,2003,4523262,50.4928140968627,2195025,47.3986533321414,4630986,45.3
Switzerland,CHE,2003,3751085,51.1116543283647,1878116,45.3636743949227,4140132,25
Syrian Arab Republic,SYR,2003,8464011,48.9126513298197,986744,19.1728844121122,5146560,12
Tajikistan,TJK,2003,3252051,49.7798135000676,1135780,43.9342545067444,2585181,12.7
Tanzania,TZA,2003,18547259,50.309619416448,8997966,49.674585518175,18113822,21.4
Thailand,THA,2003,32792031,50.5915153394187,16747389,45.9202516438243,36470595,9.2
Timor-Leste,TMP,2003,458210,49.300055625431,82266,32.6518462069705,251949,26.1
Togo,TGO,2003,2694866,51.0077706016339,1208317,50.9978694560698,2369348,7.4
Tonga,TON,2003,49378,49.5733188763729,16377,41.8891958256599,39096,0
Trinidad and Tobago,TTO,2003,646708,50.3646269777236,248431,40.2821016720499,616728,19.4
Tunisia,TUN,2003,4925119,50.05304101483,870790,25.9542808364122,3355092,11.5
Turkey,TUR,2003,33571462,50.8195587470995,6315594,28.8254086661431,21909816,4.4
Turkmenistan,TKM,2003,2354450,50.6547281475445,745061,40.1580426470446,1855322,26
Uganda,UGA,2003,13169075,50.229596273671,5351492,49.9741094224987,10708529,24.7
Ukraine,UKR,2003,25605118,53.5526837824691,11430867,49.3088421130277,23182185,5.3
United Arab Emirates,ARE,2003,1118181,30.8395834516981,265131,12.0730857676282,2196050,0
United Kingdom,GBR,2003,30506444,51.1444812281421,13711533,45.5095765872072,30128896,17.9
United States,USA,2003,146800080,50.6018841940579,68652743,45.8368940633926,149776167,14.3
Uruguay,URY,2003,1718695,51.6801743545673,693275,43.8978352324966,1579292,12.1
Uzbekistan,UZB,2003,12938596,50.6053373912534,4132576,40.9830840410988,10083614,7.2
Vanuatu,VUT,2003,97347,48.9271874670165,39354,44.2468125295136,88942,1.9
Venezuela-RB,VEN,2003,12899062,49.8850838669846,4708348,39.6413881408266,11877354,9.7
Vietnam,VNM,2003,40843633,50.7579879834847,21471654,48.4857565262683,44284457,27.3
Virgin Islands (U.S.),VIR,2003,56371,52.154272517321,23743,44.3454548850414,53541,NULL
West Bank and Gaza,WBG,2003,1555138,49.2917182276591,100997,15.2298876573927,663150,NULL
Yemen-Rep.,YEM,2003,9586655,49.4820329418605,1176934,24.3985128718183,4823794,0.3
Zambia,ZMB,2003,5742006,50.2538332292141,2295309,47.0237078211103,4881174,12
Zimbabwe,ZWE,2003,6430743,50.3417993289892,3002197,48.2382388445948,6223687,10
Arab World,ARB,2002,143545657,48.9079592473932,18332572,20.7814064657094,88216215,6.13235192241081
Caribbean small states,CSS,2002,3232657,50.3857136077578,1153350,41.3955147731527,2786169,NULL
Central Europe and the Baltics,CEB,2002,55312862,51.6320712027092,22559864,45.7758170530766,49283363,16.1019458544839
East Asia & Pacific (all income levels),EAS,2002,1014614262,49.2730504862799,494986431,43.8600924973031,1128557662,17.163126964603
East Asia & Pacific (developing only),EAP,2002,907540216,49.1048489325993,450109892,44.1363938737777,1019815747,18.0650507328072
Euro area,EMU,2002,165836299,51.1508962911235,64566865,42.9460287947512,150344205,19.0744598203447
Europe & Central Asia (all income levels),ECS,2002,445862870,51.6525505221753,177432842,44.4575732038227,399106001,18.3323662833632
Europe & Central Asia (developing only),ECA,2002,126367645,51.5538842400493,44447230,42.7549790938214,103958023,NULL
European Union,EUU,2002,251160502,51.2043506143692,100965594,43.9090835732612,229942383,20.055079006772
Fragile and conflict affected situations,FCS,2002,175331753,49.9701589240402,50624756,40.2021667838762,125925434,NULL
Heavily indebted poor countries (HIPC),HPC,2002,251753008,50.1840197611245,90488710,45.026562543174,200967393,13.5170812238609
High income,HIC,2002,650214820,50.9682777085227,271522537,43.6196231443421,622477956,18.4702770056551
High income: nonOECD,NOC,2002,140697657,51.2546424538281,54966229,43.0600876397531,127650063,13.6363095238095
High income: OECD,OEC,2002,509517163,50.8897641199521,216556308,43.7639657395709,494827894,19.6280860163954
Latin America & Caribbean (all income levels),LCN,2002,272911756,50.4792517677607,94416144,39.3386916691748,240008347,16.0790101062451
Latin America & Caribbean (developing only),LAC,2002,228153835,50.4334532001213,79783509,39.4688218010761,202143123,15.5648717948718
Least developed countries: UN classification,LDC,2002,350056176,50.0949461004275,128762053,44.2499624597838,290987937,11.6344702050201
Low & middle income,LMY,2002,2452202815,49.2985721291235,875842709,39.0542044267287,2242633590,13.5887492519449
Low income,LIC,2002,226658004,50.387802759533,89200623,47.0396704453163,189628502,14.694198963219
Lower middle income,LMC,2002,1169278130,49.0910523112301,316993024,33.4101889641046,948791468,9.83837179812326
Middle East & North Africa (all income levels),MEA,2002,159947857,48.8678397225993,19704972,19.7165369035398,99941335,5.8971019320453
Middle East & North Africa (developing only),MNA,2002,142804938,49.4899015561979,16719765,19.5334317885154,85595630,5.67887168141593
Middle income,MIC,2002,2225544811,49.1902771277087,786642086,38.316616418285,2053005088,13.3353440470801
North America,NAC,2002,161426030,50.6058028224061,75916747,45.7072670293281,166093386,16.5809782608696
OECD members,OED,2002,595757518,50.8359601719911,237018969,42.4502245986085,558345623,19.4246495458114
Other small states,OSS,2002,8493965,50.389023435788,2809698,42.9944359832025,6535027,9.48498467824311
Pacific island small states,PSS,2002,938523,49.0227551941431,240063,36.3838764727814,659807,3.3659509202454
Small states,SST,2002,12665145,50.2843305250694,4203111,42.1111026728579,9981003,9.65155963302752
South Asia,SAS,2002,694651265,48.3568738320557,162084233,28.8563692831905,561693088,9.08490358126722
Sub-Saharan Africa (all income levels),SSF,2002,353003595,50.1352670140905,122823878,45.5389451625103,269711728,13.464862138534
Sub-Saharan Africa (developing only),SSA,2002,352684916,50.1363877743115,122698079,45.5402133478506,269427979,13.4880699348646
Upper middle income,UMC,2002,1056266681,49.3005869790047,469649063,42.5324460451186,1104213620,16.1533619456366
World,WLD,2002,3102417635,49.6393904906808,1147365247,40.0460933886607,2865111547,15.1725587759672
Afghanistan,AFG,2002,10401435,48.4078594396195,722322,13.6440523811386,5294043,NULL
Albania,ALB,2002,1508258,49.4346984674261,549176,41.1777717293096,1333671,5.7
Algeria,DZA,2002,15792931,49.3677397525701,1316568,13.9662713668142,9426768,6.2
Angola,AGO,2002,8156007,50.6279386029383,2842038,47.8146136800794,5943869,15.5
Argentina,ARG,2002,19354197,51.0807113210928,6244089,39.07136009383,15981243,30.7
Armenia,ARM,2002,1598805,52.4671597234095,701855,47.8925320663073,1465479,3.1
Australia,AUS,2002,9846898,50.1078717059236,4375506,44.0515666902353,9932691,25.3
Austria,AUT,2002,4156402,51.4281615902403,1750595,44.0992687299621,3969669,NULL
Azerbaijan,AZE,2002,4168633,51.0114787589642,1768058,47.4192618339763,3728565,10.5
Bahamas-The,BHS,2002,158652,51.3154575152828,77425,48.6267687457214,159223,NULL
Bahrain,BHR,2002,304113,41.9255133622383,71600,21.1158362873877,339082,NULL
Bangladesh,BGD,2002,66726047,48.9809904327184,23339778,37.9075446979923,61570271,2
Barbados,BRB,2002,141110,51.9782377274117,70794,47.8324910137564,148004,10.7
